City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
286,Bowen,AU,2021-09-22 20:18:23,-20.0167,148.2333,57.63,73,70,9.66
287,Sun Valley,US,2021-09-22 20:18:23,39.5963,-119.776,86.81,17,20,4.0
288,San Patricio,US,2021-09-22 20:18:24,28.017,-97.5169,88.21,22,27,14.81
289,Torbay,CA,2021-09-22 20:15:04,47.6666,-52.7314,72.48,49,100,10.85
290,Acajutla,SV,2021-09-22 20:18:24,13.5928,-89.8275,95.34,70,97,5.41
291,Ipixuna,BR,2021-09-22 20:18:24,-1.7625,-48.8043,84.15,69,99,6.82
292,Gasa,PS,2021-09-22 20:18:25,31.5,34.4667,80.58,57,0,10.6
293,Quatre Cocos,MU,2021-09-22 20:18:25,-20.2078,57.7625,71.1,76,23,12.84
294,Cabo San Lucas,MX,2021-09-22 20:18:25,22.8909,-109.9124,95.61,62,20,5.75
295,Ahuimanu,US,2021-09-22 20:18:26,21.4447,-157.8378,87.51,60,20,13.8
296,Stawell,AU,2021-09-22 20:18:26,-37.05,142.7667,41.23,97,1,5.5
297,Naze,JP,2021-09-22 20:18:26,28.3667,129.4833,75.87,75,3,6.8
298,Pauini,BR,2021-09-22 20:18:27,-7.7136,-66.9764,84.25,62,96,1.32
299,San Andres,CO,2021-09-22 20:18:27,12.5847,-81.7006,82.76,75,65,6.11
300,Abu Samrah,SY,2021-09-22 20:18:27,35.3029,37.1841,72.97,71,0,9.26
301,Medicine Hat,CA,2021-09-22 20:18:27,50.0501,-110.6683,81.03,22,75,5.01
302,Banda Aceh,ID,2021-09-22 20:18:28,5.5577,95.3222,78.6,75,100,8.12
303,Fairbanks,US,2021-09-22 20:15:54,64.8378,-147.7164,34.09,73,75,2.3
304,Namatanai,PG,2021-09-22 20:18:28,-3.6667,152.4333,77.99,83,100,7.4
305,Boguchany,RU,2021-09-22 20:18:29,58.3814,97.4531,31.75,91,65,3.47
306,Mecca,SA,2021-09-22 20:18:29,21.4267,39.8261,89.33,44,9,1.77
307,Itaituba,BR,2021-09-22 20:18:29,-4.2761,-55.9836,93.36,55,20,2.77
308,Hovd,MN,2021-09-22 20:18:29,48.0056,91.6419,42.82,29,93,4.45
309,Koundara,GN,2021-09-22 20:18:30,12.4833,-13.3,79.45,88,95,3.2
310,Aksu,CN,2021-09-22 20:18:30,41.1231,80.2644,68.67,31,79,6.49
311,Sakaiminato,JP,2021-09-22 20:18:30,35.55,133.2333,73.38,78,75,20.71
312,Taoudenni,ML,2021-09-22 20:18:31,22.6783,-3.9836,100.06,7,2,2.73
313,Riyadh,SA,2021-09-22 20:18:31,24.6877,46.7219,84.34,18,0,7.23
314,Buala,SB,2021-09-22 20:18:31,-8.145,159.5921,79.45,79,79,2.55
315,Puertollano,ES,2021-09-22 20:18:31,38.6871,-4.1073,62.19,75,12,6.06
316,Norman Wells,CA,2021-09-22 20:18:32,65.282,-126.8329,33.84,93,90,13.8
317,Nicolas Bravo,MX,2021-09-22 20:18:32,18.45,-88.9167,74.28,72,96,3.96
318,Kloulklubed,PW,2021-09-22 20:18:32,7.0419,134.2556,79.3,74,99,5.97
319,Babol,IR,2021-09-22 20:18:33,36.5513,52.679,73.47,81,0,2.37
320,Selma,US,2021-09-22 20:18:33,36.5708,-119.6121,98.91,22,1,4.61
321,Mareeba,AU,2021-09-22 20:18:33,-17.0,145.4333,61.52,92,3,1.57
322,Singaparna,ID,2021-09-22 20:18:34,-7.3515,108.111,70.45,97,80,1.59
323,Kavali,IN,2021-09-22 20:18:34,14.9167,79.9833,84.78,62,100,5.23
324,La Crosse,US,2021-09-22 20:18:34,43.8014,-91.2396,69.73,47,1,5.99
325,Kavaratti,IN,2021-09-22 20:18:35,10.5669,72.642,82.2,78,98,16.87
326,Shenjiamen,CN,2021-09-22 20:18:35,29.9576,122.298,76.73,87,0,9.57
327,Le Mars,US,2021-09-22 20:18:35,42.7942,-96.1656,71.56,28,1,5.75
328,Kupang,ID,2021-09-22 20:18:36,-10.1667,123.5833,75.83,77,62,10.63
329,Dwarka,IN,2021-09-22 20:18:36,22.2394,68.9678,81.55,79,99,12.62
330,Namibe,AO,2021-09-22 20:18:36,-15.1961,12.1522,63.66,85,20,2.35
331,Tautira,PF,2021-09-22 20:18:36,-17.7333,-149.15,78.82,71,44,5.75
332,Nawabganj,BD,2021-09-22 20:18:37,24.5911,88.271,75.83,93,91,5.21
333,Marmande,FR,2021-09-22 20:18:37,44.5,0.1667,63.88,94,10,3.29
334,Tarko-Sale,RU,2021-09-22 20:18:38,64.9225,77.785,30.88,84,39,11.3
335,Dong Hoi,VN,2021-09-22 20:18:38,17.4833,106.6,77.81,88,37,3.76
336,Birao,CF,2021-09-22 20:18:38,10.2849,22.7882,71.11,92,96,4.88
337,Abhar,IR,2021-09-22 20:18:38,36.1468,49.218,64.94,44,0,2.89
338,Svetlogorsk,BY,2021-09-22 20:18:39,52.6333,29.7333,41.41,96,100,7.11
339,San Rafael,AR,2021-09-22 20:16:49,-34.6177,-68.3301,72.19,25,3,9.66
340,La Primavera,CO,2021-09-22 20:18:39,5.4906,-70.4092,79.79,83,100,5.79
341,San Vicente,AR,2021-09-22 20:18:40,-26.6167,-54.1333,80.69,39,98,2.64
342,Biltine,TD,2021-09-22 20:18:40,14.5333,20.9167,91.62,26,13,4.88
343,Bokhan,RU,2021-09-22 20:18:40,53.153,103.7714,34.81,91,13,1.14
344,Mayo,US,2021-09-22 20:18:40,38.8876,-76.5119,82.94,79,75,18.01
345,Gedo,ET,2021-09-22 20:18:41,9.0167,37.45,48.65,91,59,4.07
346,Anderson,US,2021-09-22 20:17:44,34.5334,-82.6499,79.36,90,90,11.5
347,Vestmannaeyjar,IS,2021-09-22 20:17:12,63.4427,-20.2734,43.07,62,24,16.49
348,Fortuna,US,2021-09-22 20:18:41,40.5982,-124.1573,84.47,69,94,1.01
349,Ortona,IT,2021-09-22 20:18:42,42.3496,14.4039,64.15,63,97,4.29
350,Kruisfontein,ZA,2021-09-22 20:18:42,-34.0033,24.7314,55.89,85,51,6.58
351,Russell,US,2021-09-22 20:15:04,32.3502,-85.1999,78.96,64,75,10.36
352,Maltahohe,NA,2021-09-22 20:18:42,-24.8333,16.9833,70.25,8,21,7.63
353,Villa Bruzual,VE,2021-09-22 20:18:43,9.3328,-69.1208,82.85,81,100,3.62
354,Cap Malheureux,MU,2021-09-22 20:18:43,-19.9842,57.6142,71.47,70,12,5.99
355,Hofn,IS,2021-09-22 20:18:43,64.2539,-15.2082,41.09,56,56,15.05
356,Aguadilla,PR,2021-09-22 20:16:21,18.4275,-67.1541,89.06,76,40,5.99
357,Kudahuvadhoo,MV,2021-09-22 20:18:44,2.6708,72.8944,83.1,76,100,12.75
358,Laguna,US,2021-09-22 20:18:44,38.421,-121.4238,98.64,27,1,3.0
359,Kieta,PG,2021-09-22 20:18:44,-6.2167,155.6333,77.88,83,51,4.05
360,Mujiayingzi,CN,2021-09-22 20:18:45,42.1167,118.7833,52.86,74,0,2.06
361,Nizhniy Kuranakh,RU,2021-09-22 20:18:45,58.8353,125.4869,45.05,90,100,4.34
362,Murgab,TM,2021-09-22 20:18:45,37.4966,61.9714,66.07,42,0,6.91
363,Williams Lake,CA,2021-09-22 20:18:46,52.1415,-122.1445,63.97,48,75,8.05
364,Esmeraldas,BR,2021-09-22 20:18:46,-19.7625,-44.3139,82.51,29,8,11.16
365,Wasilla,US,2021-09-22 20:15:26,61.5814,-149.4394,41.52,58,1,3.44
366,Palmer,US,2021-09-22 20:18:46,42.1584,-72.3287,77.99,77,75,1.01
367,Lircay,PE,2021-09-22 20:18:47,-12.9896,-74.7205,64.94,83,100,5.1
368,Cravo Norte,CO,2021-09-22 20:18:47,6.3017,-70.2041,84.45,69,98,6.71
369,Tuy Hoa,VN,2021-09-22 20:18:47,13.0833,109.3,75.9,91,100,4.16
370,Jambi,ID,2021-09-22 20:18:48,-1.6,103.6167,75.09,93,72,2.93
371,Kinston,US,2021-09-22 20:17:05,35.2627,-77.5816,76.6,94,90,8.05
372,Bilecik,TR,2021-09-22 20:18:49,40.0,30.1667,52.48,71,100,3.47
373,Grand Gaube,MU,2021-09-22 20:18:49,-20.0064,57.6608,71.38,70,17,5.99
374,Bhindar,IN,2021-09-22 20:18:49,24.5,74.1833,74.61,92,100,1.77
375,Aitape,PG,2021-09-22 20:18:49,-3.1374,142.3475,76.39,89,99,4.74
376,Orapa,BW,2021-09-22 20:18:50,-21.2833,25.3667,59.99,71,10,16.67
377,Puerto Colombia,CO,2021-09-22 20:18:50,10.9878,-74.9547,77.09,73,100,4.9
378,Dedougou,BF,2021-09-22 20:18:50,12.4667,-3.4667,76.21,79,60,8.12
379,Santa Cruz,BO,2021-09-22 20:18:51,-17.8,-63.1667,87.26,42,94,9.22
380,Jiexiu,CN,2021-09-22 20:18:51,37.0244,111.9125,63.54,76,100,4.52
381,Erattupetta,IN,2021-09-22 20:18:51,9.7,76.7833,76.3,97,99,0.98
382,Katsuura,JP,2021-09-22 20:14:17,35.1333,140.3,78.91,84,100,19.04
383,Surab,PK,2021-09-22 20:18:52,28.4914,66.2585,69.84,48,0,4.85
384,Mahebourg,MU,2021-09-22 20:18:52,-20.4081,57.7,71.26,78,40,11.5
385,Rincon,US,2021-09-22 20:18:52,32.296,-81.2354,88.25,68,75,9.22
386,Paranaiba,BR,2021-09-22 20:18:53,-19.6772,-51.1908,96.6,20,2,11.77
387,Monrovia,LR,2021-09-22 20:18:08,6.3005,-10.7969,77.95,85,100,7.61
388,Grindavik,IS,2021-09-22 20:18:53,63.8424,-22.4338,39.67,75,20,8.05
389,Huilong,CN,2021-09-22 20:18:53,31.8111,121.655,74.98,75,1,2.62
390,Dao,PH,2021-09-22 20:18:54,11.3937,122.6856,74.61,93,99,3.31
391,Mananara,MG,2021-09-22 20:18:54,-16.1667,49.7667,66.88,89,13,3.09
392,Pelym,RU,2021-09-22 20:18:54,61.0108,61.9978,36.18,94,86,3.56
393,Byron Bay,AU,2021-09-22 20:15:02,-28.65,153.6167,55.35,85,21,7.34
394,Celles,BE,2021-09-22 20:18:55,50.7123,3.4573,57.78,74,78,3.38
395,Naryan-Mar,RU,2021-09-22 20:18:55,67.6713,53.087,37.0,84,0,7.52
396,Porto Belo,BR,2021-09-22 20:18:55,-27.1578,-48.5531,69.64,62,98,10.42
397,Atambua,ID,2021-09-22 20:18:56,-9.1061,124.8925,69.55,77,78,5.35
398,Sisimiut,GL,2021-09-22 20:18:56,66.9395,-53.6735,32.58,57,1,9.15
399,Manzhouli,CN,2021-09-22 20:18:56,49.6,117.4333,47.73,80,78,7.02
400,Wairoa,NZ,2021-09-22 20:18:57,-39.0333,177.3667,59.61,95,100,5.82
401,Genhe,CN,2021-09-22 20:18:57,50.7833,121.5167,40.42,88,41,2.84
402,Atar,MR,2021-09-22 20:18:57,20.5169,-13.0499,97.63,13,0,7.02
403,Havoysund,NO,2021-09-22 20:18:58,70.9963,24.6622,50.88,85,98,18.07
404,Honnali,IN,2021-09-22 20:18:58,14.25,75.6667,70.0,95,100,6.06
405,Aykhal,RU,2021-09-22 20:18:58,66.0,111.5,31.78,81,100,4.94
406,Fort Saint James,CA,2021-09-22 20:18:59,54.4333,-124.25,59.92,35,60,13.96
407,Klaksvik,FO,2021-09-22 20:18:59,62.2266,-6.589,49.12,77,97,21.54
408,Myitkyina,MM,2021-09-22 20:18:59,25.3833,97.4,74.98,82,99,1.72
409,Dukat,RU,2021-09-22 20:19:00,62.55,155.55,37.18,89,90,2.77
410,Gornyy,RU,2021-09-22 20:19:00,55.1153,83.9059,35.53,97,100,4.65
411,Nisia Floresta,BR,2021-09-22 20:19:00,-6.0911,-35.2086,83.21,72,91,8.55
412,Broken Hill,AU,2021-09-22 20:19:00,-31.95,141.4333,46.13,79,0,1.68
413,Mount Gambier,AU,2021-09-22 20:19:01,-37.8333,140.7667,51.71,93,90,10.36
414,Abu Dhabi,AE,2021-09-22 20:16:01,24.4667,54.3667,89.62,58,0,3.44
415,Rosarito,MX,2021-09-22 20:19:01,32.3333,-117.0333,106.65,49,0,14.0
416,Lardos,GR,2021-09-22 20:19:01,36.0942,28.0157,77.95,62,2,17.05
417,Port-Gentil,GA,2021-09-22 20:19:02,-0.7193,8.7815,78.3,85,43,11.97
418,Iqaluit,CA,2021-09-22 20:19:02,63.7506,-68.5145,33.53,93,90,2.3
419,Ostrovnoy,RU,2021-09-22 20:19:03,68.0531,39.5131,38.88,80,100,24.76
420,Bykovo,RU,2021-09-22 20:17:06,55.6361,38.0803,46.81,100,90,4.47
421,Zhaoqing,CN,2021-09-22 20:19:03,23.0512,112.4597,78.28,87,99,1.99
422,Mandalgovi,MN,2021-09-22 20:19:03,45.7625,106.2708,49.1,54,100,17.11
423,Malia,GR,2021-09-22 20:19:03,35.2833,25.4667,81.01,64,1,4.23
424,Kasongo,CD,2021-09-22 20:19:04,-4.45,26.6667,76.8,61,61,1.43
425,Camalu,MX,2021-09-22 20:19:04,30.85,-116.0667,97.43,49,3,7.83
426,Norfolk,US,2021-09-22 20:19:05,42.1668,-71.2495,76.46,89,75,1.99
427,Hazleton,US,2021-09-22 20:19:05,40.9584,-75.9746,77.43,78,75,8.05
428,Taltal,CL,2021-09-22 20:19:05,-25.4,-70.4833,63.81,62,1,6.58
429,Udachnyy,RU,2021-09-22 20:19:06,66.4167,112.4,33.62,79,100,4.52
430,Kalianget,ID,2021-09-22 20:19:06,-7.05,113.9333,80.26,77,83,10.4
431,Dingle,PH,2021-09-22 20:19:06,10.9995,122.6711,74.71,93,100,3.74
432,Shihezi,CN,2021-09-22 20:19:07,44.3,86.0333,55.98,24,0,5.7
433,Katangli,RU,2021-09-22 20:19:07,51.7102,143.2326,41.97,93,4,8.97
434,Chippewa Falls,US,2021-09-22 20:19:07,44.9369,-91.3929,69.98,46,1,6.91
435,Barcelos,PT,2021-09-22 20:19:08,41.5388,-8.6151,68.85,62,88,5.75
436,Nueva Loja,EC,2021-09-22 20:19:08,0.0847,-76.8828,80.08,94,90,4.61
437,Filingue,NE,2021-09-22 20:19:08,14.3521,3.3168,87.58,53,83,18.05
438,Rongcheng,CN,2021-09-22 20:19:09,30.634,117.8517,69.62,67,0,3.47
439,Acapulco,MX,2021-09-22 20:19:09,16.8634,-99.8901,87.62,79,40,9.22
440,Oussouye,SN,2021-09-22 20:19:09,12.485,-16.5469,84.38,85,100,5.84
441,Leh,IN,2021-09-22 20:19:09,34.1667,77.5833,54.57,41,2,6.24
442,Svobodnyy,RU,2021-09-22 20:19:10,51.4,128.1333,39.9,66,0,7.23
443,Vila Franca Do Campo,PT,2021-09-22 20:19:10,37.7167,-25.4333,70.21,76,15,9.33
444,Chara,RU,2021-09-22 20:19:10,56.9064,118.2631,39.42,94,100,4.56
445,Gusau,NG,2021-09-22 20:19:11,12.1628,6.6614,72.81,83,68,9.01
446,Luancheng,CN,2021-09-22 20:19:11,37.8792,114.6517,68.16,88,100,3.0
447,Roma,US,2021-09-22 20:18:47,43.2128,-75.4557,79.39,72,75,6.91
448,Clyde,US,2021-09-22 20:19:11,41.3042,-82.9752,63.55,92,100,23.42
449,Comodoro Rivadavia,AR,2021-09-22 20:19:12,-45.8667,-67.5,69.66,24,0,28.77
450,Roald,NO,2021-09-22 20:19:12,62.5833,6.1333,53.74,71,75,19.57
451,Hornepayne,CA,2021-09-22 20:19:12,49.2138,-84.7705,57.42,44,59,4.38
452,Ndele,CF,2021-09-22 20:19:13,8.4109,20.6473,71.69,89,97,3.51
453,Kindu,CD,2021-09-22 20:16:08,-2.95,25.95,73.83,72,99,2.46
454,Cap-Aux-Meules,CA,2021-09-22 20:16:01,47.3821,-61.8597,66.25,77,75,11.5
455,Talavera De La Reina,ES,2021-09-22 20:19:13,39.9635,-4.8308,62.38,76,69,11.63
456,Kamenka,RU,2021-09-22 20:19:13,51.3223,42.7678,49.46,78,100,5.88
457,Yeniseysk,RU,2021-09-22 20:19:14,58.4497,92.1703,29.41,97,98,4.18
458,Aripuana,BR,2021-09-22 20:19:14,-9.1667,-60.6333,103.41,17,81,5.48
459,Lumphat,KH,2021-09-22 20:19:14,13.4878,106.9816,73.65,99,100,1.16
460,Linxia,CN,2021-09-22 20:19:15,35.6003,103.2064,53.67,69,25,3.31
461,Rimini,IT,2021-09-22 20:19:15,44.0241,12.5186,64.44,73,41,4.0
462,La Macarena,CO,2021-09-22 20:19:15,2.1837,-73.7849,79.47,90,97,3.67
463,Maragogi,BR,2021-09-22 20:19:16,-9.0122,-35.2225,78.53,83,6,12.24
464,Xiaoshan,CN,2021-09-22 20:19:16,30.1675,120.2588,71.46,83,0,4.47
465,Saint-Germain-De-Grantham,CA,2021-09-22 20:19:16,45.8334,-72.5658,78.3,73,75,1.99
466,Te Anau,NZ,2021-09-22 20:19:17,-45.4167,167.7167,40.69,86,18,0.81
467,Caravelas,BR,2021-09-22 20:19:17,-17.7125,-39.2481,73.33,66,100,17.2
468,Arlit,NE,2021-09-22 20:19:17,18.7369,7.3853,96.71,10,22,8.63
469,Yarmouth,US,2021-09-22 20:19:17,41.7057,-70.2286,78.96,80,1,7.0
470,Pierre,US,2021-09-22 20:18:20,44.3683,-100.351,79.86,26,1,3.0
471,Colac,AU,2021-09-22 20:19:18,-38.3333,143.5833,49.17,95,28,10.33
472,Amapa,BR,2021-09-22 20:19:18,1.0,-52.0,78.19,78,100,4.14
473,Mayumba,GA,2021-09-22 20:19:18,-3.432,10.6554,75.9,85,13,7.56
474,Mollendo,PE,2021-09-22 20:19:19,-17.0231,-72.0147,61.29,84,100,9.15
475,Pathein,MM,2021-09-22 20:19:19,16.7833,94.7333,75.06,96,100,6.96
476,Camacha,PT,2021-09-22 20:19:19,33.0833,-16.3333,68.76,68,20,12.66
477,Broome,US,2021-09-22 20:19:19,42.2506,-75.833,75.7,79,75,1.01
478,Belaya Gora,RU,2021-09-22 20:19:20,68.5333,146.4167,29.19,76,61,2.71
479,Nurota,UZ,2021-09-22 20:19:20,40.5614,65.6886,62.69,17,2,7.81
480,Mercedes,AR,2021-09-22 20:19:20,-34.6515,-59.4307,55.89,93,100,5.5
481,Sidney,AU,2021-09-22 20:16:56,-33.8679,151.2073,52.63,89,0,10.36
482,Vidim,RU,2021-09-22 20:19:21,56.4088,103.1106,31.59,91,45,3.85
483,Burgeo,CA,2021-09-22 20:19:21,47.6167,-57.6152,62.28,81,93,18.07
484,Chitaga,CO,2021-09-22 20:19:22,7.1378,-72.6646,64.15,81,96,4.59
485,Santa Maria,BR,2021-09-22 20:17:34,-29.6842,-53.8069,67.39,66,39,11.83
486,Qui Nhon,VN,2021-09-22 20:19:23,13.7667,109.2333,77.31,86,100,5.66
487,Narok,KE,2021-09-22 20:19:23,-1.0783,35.8601,62.04,72,100,9.91
488,Gornyak,RU,2021-09-22 20:19:23,50.9942,81.4661,39.07,59,100,3.42
489,Tuatapere,NZ,2021-09-22 20:19:24,-46.1333,167.6833,42.82,78,5,5.48
490,Salt,JO,2021-09-22 20:19:24,32.0392,35.7272,72.68,79,0,5.5
491,Milford,US,2021-09-22 20:19:24,41.2223,-73.0565,81.07,81,90,4.0
492,Seymchan,RU,2021-09-22 20:19:25,62.8833,152.4333,34.52,89,36,1.86
493,Tiznit,MA,2021-09-22 20:19:25,29.5833,-9.5,64.45,82,100,4.85
494,Sorrento,IT,2021-09-22 20:19:25,40.626,14.3744,71.17,26,0,5.99
495,Sambava,MG,2021-09-22 20:19:25,-14.2667,50.1667,72.21,75,25,11.86
496,Kattivakkam,IN,2021-09-22 20:19:26,13.2167,80.3167,84.29,74,97,10.78
497,Lukovetskiy,RU,2021-09-22 20:19:26,64.2956,41.9211,31.98,84,5,4.63
498,Moyale,KE,2021-09-22 20:19:26,3.5167,39.0584,74.91,53,94,19.48
499,Rayong,TH,2021-09-22 20:19:27,12.8333,101.4333,79.48,97,100,2.75
500,Nyurba,RU,2021-09-22 20:19:27,63.2842,118.3319,37.0,95,91,6.15
501,The Pas,CA,2021-09-22 20:19:27,53.8251,-101.2541,75.22,29,90,14.97
502,Saint-Leu,RE,2021-09-22 20:19:28,-21.15,55.2833,67.06,68,36,3.44
503,Coihaique,CL,2021-09-22 20:19:28,-45.5752,-72.0662,56.01,91,100,8.61
504,Sanghar,PK,2021-09-22 20:19:28,26.0466,68.9481,84.27,62,100,6.91
505,Javanrud,IR,2021-09-22 20:19:29,34.7961,46.5172,64.13,28,0,4.99
506,Vinukonda,IN,2021-09-22 20:19:29,16.05,79.75,81.05,72,100,4.81
507,Chernogolovka,RU,2021-09-22 20:19:29,56.0,38.3667,45.01,98,100,3.49
508,Sorland,NO,2021-09-22 20:19:29,67.667,12.6934,50.07,79,55,33.49
509,Tabou,CI,2021-09-22 20:19:30,4.423,-7.3528,77.65,88,37,5.59
510,Aragats,AM,2021-09-22 20:19:30,40.4889,44.3528,51.37,78,42,3.31
511,Meulaboh,ID,2021-09-22 20:19:30,4.1363,96.1285,75.67,91,97,4.03
512,Port Townsend,US,2021-09-22 20:19:31,48.117,-122.7605,66.56,82,90,1.01
513,Jiazi,CN,2021-09-22 20:19:31,22.8779,116.067,81.46,82,100,8.37
514,Sioux Lookout,CA,2021-09-22 20:19:31,50.1001,-91.917,68.07,45,40,8.05
515,Bocas Del Toro,PA,2021-09-22 20:19:32,9.3333,-82.25,83.07,71,72,6.58
516,Den Helder,NL,2021-09-22 20:19:32,52.9599,4.7593,62.58,82,8,12.66
517,Nipawin,CA,2021-09-22 20:15:03,53.3668,-104.0009,76.23,23,99,12.55
518,Zomba,MW,2021-09-22 20:19:32,-15.386,35.3188,65.1,63,0,5.55
519,Yomou,GN,2021-09-22 20:19:33,7.5603,-9.2653,71.06,96,76,1.92
520,Kamaishi,JP,2021-09-22 20:19:33,39.2667,141.8833,68.49,87,100,4.09
521,New Amsterdam,GY,2021-09-22 20:19:34,6.25,-57.5167,84.81,66,23,6.31
522,Richards Bay,ZA,2021-09-22 20:19:34,-28.783,32.0377,59.92,74,0,5.61
523,Mehamn,NO,2021-09-22 20:19:34,71.0357,27.8492,48.38,87,75,29.93
524,Chake Chake,TZ,2021-09-22 20:19:35,-5.2459,39.7666,75.24,85,4,9.91
525,Fayaoue,NC,2021-09-22 20:19:35,-20.65,166.5333,71.65,79,85,18.3
526,Pabrade,LT,2021-09-22 20:19:35,55.0,25.7833,43.23,94,100,5.97
527,Mangan,IN,2021-09-22 20:19:36,27.5167,88.5333,73.76,84,100,2.98
528,Kurchum,KZ,2021-09-22 20:19:36,48.5722,83.6542,41.4,44,100,3.96
529,Poum,NC,2021-09-22 20:19:36,-20.2333,164.0167,70.68,68,82,22.44
530,Kittery,US,2021-09-22 20:19:37,43.0881,-70.7362,74.97,84,90,1.01
531,Koppies,ZA,2021-09-22 20:19:37,-27.2418,27.5742,62.38,38,22,6.06
532,Chekalin,RU,2021-09-22 20:19:38,54.0969,36.245,46.45,96,100,3.69
533,Octeville,FR,2021-09-22 20:19:38,49.6261,-1.6435,57.06,88,9,3.44
534,Gornopravdinsk,RU,2021-09-22 20:19:38,60.05,69.9,30.72,95,39,3.83
535,Magadi,IN,2021-09-22 20:19:38,12.9667,77.2333,70.14,92,100,5.14
536,Balaguer,ES,2021-09-22 20:19:39,41.7912,0.8109,67.41,86,46,1.68
537,Necochea,AR,2021-09-22 20:19:39,-38.5473,-58.7368,54.03,73,100,7.83
538,Skibbereen,IE,2021-09-22 20:19:39,51.55,-9.2667,58.8,93,100,13.09
539,Walla Walla,US,2021-09-22 20:19:39,46.0646,-118.343,80.67,33,1,4.0
540,Tucano,BR,2021-09-22 20:19:40,-10.9631,-38.7867,95.43,14,8,7.74
541,Tabuk,PH,2021-09-22 20:19:40,17.4189,121.4443,73.4,92,57,1.9
542,Belle Fourche,US,2021-09-22 20:19:40,44.6714,-103.8522,85.08,6,9,4.29
543,Razdolnoye,RU,2021-09-22 20:19:41,43.55,131.9167,55.81,94,100,12.28
544,Bambanglipuro,ID,2021-09-22 20:19:41,-7.95,110.2833,76.37,87,96,5.86
545,Maneromango,TZ,2021-09-22 20:19:41,-7.1988,38.7848,67.23,90,1,5.1
546,Itapuranga,BR,2021-09-22 20:19:42,-15.5622,-49.9486,99.66,12,1,5.08
547,Sayat,TM,2021-09-22 20:19:42,38.7839,63.8803,67.87,13,0,9.64
548,Kundiawa,PG,2021-09-22 20:19:42,-6.0167,144.9667,62.1,98,100,1.95
549,Ashtian,IR,2021-09-22 20:19:43,34.5217,50.0019,66.67,20,0,5.88
550,Portland,US,2021-09-22 20:14:49,45.5234,-122.6762,70.95,67,75,1.01
551,Hulan Ergi,CN,2021-09-22 20:19:43,47.2042,123.6333,49.41,92,9,6.91
552,Ambo,PE,2021-09-22 20:19:43,-10.1308,-76.2047,59.94,84,100,4.18
553,Colares,PT,2021-09-22 20:19:44,38.7992,-9.4469,73.08,53,20,13.8
554,Nieuw Amsterdam,SR,2021-09-22 20:19:44,5.8833,-55.0833,86.02,70,20,10.36
555,Bakchar,RU,2021-09-22 20:19:44,57.0186,82.0711,35.26,95,100,3.47
556,Cururupu,BR,2021-09-22 20:19:45,-1.8283,-44.8683,83.39,65,50,6.44
557,Samarai,PG,2021-09-22 20:19:45,-10.6167,150.6667,77.77,77,100,16.89
558,Abha,SA,2021-09-22 20:19:45,18.2164,42.5053,66.02,88,20,0.0
559,Hensall,CA,2021-09-22 20:19:46,43.4334,-81.4998,57.18,94,100,25.08
560,Shimoda,JP,2021-09-22 20:19:46,34.6667,138.95,76.3,88,94,12.97
561,Yershov,RU,2021-09-22 20:19:46,51.3513,48.2766,57.81,50,100,11.63
562,San Borja,BO,2021-09-22 20:19:47,-14.8167,-66.85,99.43,24,77,1.39
563,Uige,AO,2021-09-22 20:19:47,-7.6087,15.0613,75.2,61,54,3.51
564,Lubango,AO,2021-09-22 20:19:47,-14.9172,13.4925,70.38,34,60,1.77
565,Saint-Felicien,CA,2021-09-22 20:19:48,48.6501,-72.4491,52.48,93,90,14.97
